payment_id,order_id,payment_date,payment_method,payment_status,amount_paid_gbp,refund_amount_gbp
943,943,2025-10-31 06:00:00,PayPal,Paid,319.14,0.0
944,944,2024-05-13 01:00:00,Google Pay,Paid,142.66,0.0
945,945,2025-11-10 11:00:00,PayPal,Paid,73.92,0.0
946,946,2024-02-12 23:00:00,Card,Refunded,279.32,279.32
947,947,2024-09-29 05:00:00,PayPal,Paid,145.99,0.0
948,948,2024-06-23 00:00:00,Buy Now Pay Later,Paid,192.38,0.0
949,949,2025-11-26 17:00:00,Card,Paid,57.0,0.0
950,950,2024-03-30 13:00:00,Google Pay,Paid,121.69,0.0
951,951,2025-07-13 19:00:00,Buy Now Pay Later,Paid,50.78,0.0
952,952,2024-04-05 11:00:00,Card,Paid,265.04,0.0
953,953,2025-01-15 13:00:00,Apple Pay,Paid,144.14,0.0
954,954,2024-12-06 16:00:00,PayPal,Paid,112.0,0.0
955,955,2024-11-28 20:00:00,Card,Paid,404.68,0.0
956,956,2025-05-14 00:00:00,Card,Refunded,137.59,137.59
957,957,2024-10-30 01:00:00,Card,Paid,46.62,0.0
958,958,2024-06-18 05:00:00,Card,Paid,147.82,0.0
959,959,2024-05-08 12:00:00,Google Pay,Paid,307.31,0.0
960,960,2025-08-06 12:00:00,Apple Pay,Paid,51.7,0.0
961,961,2025-10-07 23:00:00,PayPal,Paid,17.04,0.0
962,962,2025-03-02 20:00:00,Card,Paid,610.74,0.0
963,963,2024-12-20 07:00:00,Buy Now Pay Later,Paid,234.33,0.0
964,964,2025-06-18 22:00:00,Card,Paid,95.15,0.0
965,965,2024-12-17 09:00:00,Apple Pay,Paid,277.35,0.0
966,966,2025-01-24 03:00:00,Buy Now Pay Later,Paid,531.46,0.0
967,967,2024-02-18 05:00:00,Google Pay,Paid,63.96,0.0
968,968,2025-02-25 23:00:00,Google Pay,Paid,211.89,0.0
969,969,2024-09-20 13:00:00,Google Pay,Paid,201.95,0.0
970,970,2025-08-08 21:00:00,Card,Paid,29.75,0.0
971,971,2024-01-10 11:00:00,Card,Paid,20.0,0.0
972,972,2025-04-14 14:00:00,Card,Paid,77.27,0.0
973,973,2024-06-14 00:00:00,Google Pay,Failed,0.0,4.32
974,974,2024-09-06 07:00:00,PayPal,Paid,18.21,0.0
975,975,2024-12-02 06:00:00,PayPal,Refunded,78.04,78.04
976,976,2025-01-26 00:00:00,Card,Paid,169.66,0.0
977,977,2024-11-15 16:00:00,Buy Now Pay Later,Paid,98.85,0.0
978,978,2024-09-12 14:00:00,Apple Pay,Paid,503.17,0.0
979,979,2024-05-18 22:00:00,PayPal,Paid,661.82,0.0
980,980,2024-06-09 04:00:00,PayPal,Paid,92.59,0.0
981,981,2024-05-22 17:00:00,PayPal,Paid,49.82,0.0
982,982,2024-05-07 01:00:00,Card,Paid,171.9,0.0
983,983,2025-08-12 06:00:00,Card,Paid,417.48,0.0
984,984,2025-03-28 05:00:00,Card,Paid,226.16,0.0
985,985,2025-06-10 23:00:00,Card,Paid,412.74,0.0
986,986,2024-01-12 20:00:00,PayPal,Paid,171.65,0.0
987,987,2025-05-26 18:00:00,PayPal,Paid,118.74,0.0
988,988,2025-05-13 12:00:00,Google Pay,Paid,179.97,0.0
989,989,2024-11-15 06:00:00,PayPal,Refunded,349.17,349.17
990,990,2024-03-15 00:00:00,Google Pay,Paid,151.11,0.0
991,991,2024-06-20 10:00:00,Google Pay,Partially Refunded,719.97,263.52
992,992,2024-12-29 23:00:00,Card,Partially Refunded,116.12,64.95
993,993,2024-06-22 02:00:00,Buy Now Pay Later,Paid,84.67,0.0
994,994,2024-04-10 06:00:00,PayPal,Paid,124.85,0.0
995,995,2025-02-04 09:00:00,Google Pay,Paid,215.08,0.0
996,996,2025-01-01 01:00:00,Buy Now Pay Later,Paid,445.09,0.0
997,997,2024-04-23 01:00:00,Google Pay,Paid,302.66,0.0
998,998,2025-03-24 13:00:00,PayPal,Paid,275.29,0.0
999,999,2025-01-09 14:00:00,Google Pay,Paid,395.79,0.0
1000,1000,2025-01-26 16:00:00,Apple Pay,Paid,153.83,0.0
1001,1001,2025-12-22 04:00:00,Google Pay,Paid,238.78,0.0
1002,1002,2025-04-05 04:00:00,Google Pay,Paid,33.0,0.0
1003,1003,2024-10-25 08:00:00,Google Pay,Paid,320.34,0.0
1004,1004,2024-01-10 20:00:00,Google Pay,Paid,427.94,0.0
1005,1005,2024-07-18 02:00:00,PayPal,Paid,142.77,0.0
1006,1006,2024-04-23 11:00:00,Card,Paid,144.62,0.0
1007,1007,2025-08-06 09:00:00,Card,Paid,43.92,0.0
1008,1008,2024-06-30 20:00:00,Buy Now Pay Later,Paid,184.26,0.0
1009,1009,2025-04-13 12:00:00,PayPal,Paid,141.26,0.0
1010,1010,2024-03-28 20:00:00,Buy Now Pay Later,Paid,145.88,0.0
1011,1011,2024-08-15 21:00:00,Card,Paid,342.71,0.0
1012,1012,2025-11-02 14:00:00,Card,Paid,43.69,0.0
1013,1013,2025-04-08 16:00:00,Apple Pay,Paid,331.52,0.0
1014,1014,2025-09-02 08:00:00,Apple Pay,Paid,144.59,0.0
1015,1015,2025-01-04 12:00:00,Card,Paid,112.71,0.0
1016,1016,2025-10-22 13:00:00,Buy Now Pay Later,Paid,279.82,0.0
1017,1017,2024-09-03 04:00:00,Apple Pay,Paid,564.31,0.0
1018,1018,2025-01-16 13:00:00,PayPal,Paid,197.92,0.0
1019,1019,2025-04-11 08:00:00,Card,Paid,210.07,0.0
1020,1020,2024-10-02 00:00:00,Apple Pay,Paid,122.82,0.0
1021,1021,2025-06-07 06:00:00,,Paid,236.97,0.0
1022,1022,2025-05-29 05:00:00,PayPal,Paid,226.45,0.0
1023,1023,2025-08-12 08:00:00,PayPal,Paid,163.64,0.0
1024,1024,2024-09-23 07:00:00,PayPal,Paid,87.99,0.0
1025,1025,2025-06-12 17:00:00,Google Pay,Refunded,85.26,85.26
1026,1026,2024-08-08 18:00:00,Google Pay,Paid,169.42,0.0
1027,1027,2024-07-14 12:00:00,Card,Paid,160.29,0.0
1028,1028,2024-04-10 03:00:00,Apple Pay,Paid,68.65,0.0
1029,1029,2024-10-19 20:00:00,Card,Refunded,413.69,413.69
1030,1030,2024-01-28 03:00:00,Buy Now Pay Later,Paid,567.09,0.0
1031,1031,2025-03-24 15:00:00,Google Pay,Paid,143.83,0.0
1032,1032,2024-05-20 11:00:00,Card,Paid,109.27,0.0
1033,1033,2024-02-20 12:00:00,Buy Now Pay Later,Paid,180.41,0.0
1034,1034,2024-12-17 14:00:00,PayPal,Paid,371.36,0.0
1035,1035,2024-01-19 20:00:00,Apple Pay,Paid,166.0,0.0
1036,1036,2024-04-23 02:00:00,Apple Pay,Paid,38.03,0.0
1037,1037,2024-12-01 23:00:00,Buy Now Pay Later,Paid,170.37,0.0
1038,1038,2024-01-06 02:00:00,Apple Pay,Paid,88.29,0.0
1039,1039,2025-05-05 07:00:00,Google Pay,Paid,91.21,0.0
1040,1040,2025-09-23 06:00:00,PayPal,Paid,73.27,0.0
1041,1041,2025-11-20 07:00:00,PayPal,Paid,260.88,0.0
1042,1042,2024-10-07 12:00:00,PayPal,Paid,476.37,0.0
1043,1043,2024-06-21 07:00:00,Apple Pay,Paid,73.15,0.0
1044,1044,2025-01-08 04:00:00,Apple Pay,Paid,222.94,0.0
1045,1045,2025-04-25 03:00:00,Google Pay,Paid,30.64,0.0
1046,1046,2024-08-26 06:00:00,Google Pay,Paid,320.34,0.0
1047,1047,2025-04-26 11:00:00,PayPal,Refunded,381.7,381.7
1048,1048,2025-12-04 19:00:00,PayPal,Paid,600.3,0.0
1049,1049,2025-09-27 08:00:00,,Paid,57.32,0.0
1050,1050,2024-01-29 01:00:00,Google Pay,Paid,114.11,0.0
1051,1051,2024-07-11 23:00:00,Buy Now Pay Later,Paid,134.33,0.0
1052,1052,2025-02-01 19:00:00,Card,Paid,442.7,0.0
1053,1053,2025-04-05 15:00:00,Apple Pay,Paid,586.97,0.0
1054,1054,2025-12-06 21:00:00,PayPal,Paid,247.54,0.0
1055,1055,2025-03-05 17:00:00,Google Pay,Paid,485.8,0.0
1056,1056,2024-09-09 19:00:00,Google Pay,Paid,387.97,0.0
1057,1057,2025-05-07 05:00:00,Card,Paid,295.95,0.0
1058,1058,2024-06-28 18:00:00,Google Pay,Paid,628.6,0.0
1059,1059,2024-09-23 04:00:00,PayPal,Paid,490.07,0.0
1060,1060,2024-06-02 15:00:00,Apple Pay,Paid,99.39,0.0
1061,1061,2024-02-27 04:00:00,Card,Paid,263.06,0.0
1062,1062,2024-12-30 00:00:00,Buy Now Pay Later,Paid,111.11,0.0
1063,1063,2025-05-17 14:00:00,Card,Paid,214.61,0.0
1064,1064,2025-12-30 08:00:00,Card,Paid,276.77,0.0
1065,1065,2024-12-22 21:00:00,,Paid,47.11,0.0
1066,1066,2024-06-23 22:00:00,Buy Now Pay Later,Paid,135.15,0.0
1067,1067,2024-06-28 05:00:00,Apple Pay,Paid,22.37,0.0
1068,1068,2025-05-24 13:00:00,Google Pay,Paid,379.55,0.0
1069,1069,2025-08-06 11:00:00,Apple Pay,Paid,116.43,0.0
1070,1070,2025-12-26 11:00:00,Apple Pay,Paid,491.88,0.0
1071,1071,2024-01-05 07:00:00,PayPal,Paid,244.19,0.0
1072,1072,2024-10-02 15:00:00,Google Pay,Paid,46.14,0.0
1073,1073,2024-01-26 12:00:00,Card,Paid,32.98,0.0
1074,1074,2025-07-21 15:00:00,PayPal,Paid,171.27,0.0
1075,1075,2024-10-21 23:00:00,Google Pay,Paid,209.54,0.0
1076,1076,2025-11-11 11:00:00,Google Pay,Paid,50.02,0.0
1077,1077,2024-03-25 13:00:00,Apple Pay,Paid,96.89,0.0
1078,1078,2024-06-15 11:00:00,Card,Paid,200.25,0.0
1079,1079,2025-12-16 00:00:00,Buy Now Pay Later,Paid,261.57,0.0
1080,1080,2024-12-03 20:00:00,Apple Pay,Paid,261.69,0.0
1081,1081,2025-12-16 19:00:00,PayPal,Paid,158.99,0.0
1082,1082,2024-01-24 01:00:00,Google Pay,Paid,131.64,0.0
1083,1083,2024-11-24 15:00:00,PayPal,Paid,453.41,0.0
1084,1084,2024-02-05 00:00:00,PayPal,Paid,110.76,0.0
1085,1085,2024-07-29 13:00:00,Apple Pay,Paid,224.51,0.0
1086,1086,2025-02-23 21:00:00,Apple Pay,Paid,100.84,0.0
1087,1087,2024-05-20 09:00:00,Card,Paid,429.88,0.0
1088,1088,2025-12-10 20:00:00,Google Pay,Paid,106.38,0.0
1089,1089,2024-12-30 06:00:00,Card,Paid,667.57,0.0
1090,1090,2024-11-27 13:00:00,,Paid,169.38,0.0
1091,1091,2025-11-09 04:00:00,Google Pay,Paid,558.1,0.0
1092,1092,2024-09-08 22:00:00,Card,Paid,242.9,0.0
1093,1093,2024-03-28 01:00:00,Buy Now Pay Later,Paid,310.69,0.0
1094,1094,2024-05-23 06:00:00,Card,Paid,134.52,0.0
1095,1095,2024-10-07 07:00:00,Google Pay,Paid,339.28,0.0
1096,1096,2024-10-17 17:00:00,Buy Now Pay Later,Paid,139.2,0.0
1097,1097,2024-06-09 12:00:00,Apple Pay,Paid,172.15,0.0
1098,1098,2024-05-07 18:00:00,,Paid,290.23,0.0
1099,1099,2025-12-12 19:00:00,Card,Paid,27.24,0.0
1100,1100,2025-01-06 15:00:00,Buy Now Pay Later,Paid,259.01,0.0
1101,1101,2024-06-25 10:00:00,Card,Paid,27.43,0.0
1102,1102,2025-01-26 19:00:00,PayPal,Paid,237.92,0.0
1103,1103,2025-04-16 09:00:00,Card,Paid,571.37,0.0
1104,1104,2024-03-21 13:00:00,Buy Now Pay Later,Paid,353.88,0.0
1105,1105,2024-01-30 09:00:00,Card,Paid,321.76,0.0
1106,1106,2025-03-19 06:00:00,Apple Pay,Paid,382.08,0.0
1107,1107,2025-11-07 15:00:00,Card,Paid,230.42,0.0
1108,1108,2025-12-29 00:00:00,Buy Now Pay Later,Paid,88.93,0.0
1109,1109,2025-09-28 08:00:00,Apple Pay,Paid,77.38,0.0
1110,1110,2024-12-07 17:00:00,Card,Paid,225.0,0.0
1111,1111,2025-08-12 00:00:00,Buy Now Pay Later,Paid,149.88,0.0
1112,1112,2025-11-06 14:00:00,Buy Now Pay Later,Paid,255.01,0.0
1113,1113,2025-10-31 12:00:00,Buy Now Pay Later,Paid,84.79,0.0
1114,1114,2025-02-14 14:00:00,Google Pay,Paid,284.77,3.21
1115,1115,2024-07-13 08:00:00,PayPal,Paid,713.82,0.0
1116,1116,2025-05-06 05:00:00,Apple Pay,Paid,122.16,0.0
1117,1117,2025-06-02 16:00:00,Apple Pay,Paid,424.82,0.0
1118,1118,2024-03-16 11:00:00,Google Pay,Paid,118.91,0.0
1119,1119,2024-08-25 20:00:00,PayPal,Paid,99.12,0.0
1120,1120,2024-09-15 21:00:00,Card,Paid,388.58,19.64
1121,1121,2024-07-08 13:00:00,Apple Pay,Paid,111.83,0.0
1122,1122,2024-12-24 06:00:00,Apple Pay,Paid,43.87,0.0
1123,1123,2024-07-14 14:00:00,Card,Paid,1059.71,0.0
1124,1124,2025-06-02 18:00:00,Buy Now Pay Later,Paid,313.86,0.0
1125,1125,2025-12-11 04:00:00,Google Pay,Paid,95.47,18.71
1126,1126,2024-06-16 18:00:00,Buy Now Pay Later,Paid,205.9,0.0
1127,1127,2025-01-26 02:00:00,Google Pay,Paid,49.72,0.0
1128,1128,2025-06-08 12:00:00,Apple Pay,Paid,52.85,0.0
1129,1129,2025-12-12 21:00:00,Google Pay,Paid,68.47,0.0
1130,1130,2025-08-26 07:00:00,Apple Pay,Paid,534.78,0.0
1131,1131,2024-11-18 02:00:00,Google Pay,Paid,216.69,0.0
1132,1132,2025-10-28 21:00:00,Buy Now Pay Later,Paid,82.13,0.0
1133,1133,2024-03-22 23:00:00,Card,Paid,154.49,0.0
1134,1134,2025-05-22 20:00:00,Apple Pay,Paid,90.77,0.0
1135,1135,2024-07-24 01:00:00,Buy Now Pay Later,Paid,54.36,0.0
1136,1136,2025-11-27 16:00:00,Card,Paid,227.4,0.0
1137,1137,2025-05-03 12:00:00,Buy Now Pay Later,Paid,759.8,0.0
1138,1138,2024-06-13 13:00:00,Buy Now Pay Later,Paid,31.36,0.0
1139,1139,2024-11-30 04:00:00,Card,Paid,68.98,0.0
1140,1140,2024-08-09 10:00:00,PayPal,Paid,11.4,0.0
1141,1141,2025-09-10 06:00:00,Google Pay,Paid,325.2,0.0
1142,1142,2024-04-29 07:00:00,Card,Paid,211.91,0.0
1143,1143,2025-12-03 08:00:00,Google Pay,Paid,187.27,0.0
1144,1144,2024-09-09 06:00:00,Apple Pay,Paid,307.35,0.0
1145,1145,2024-07-30 10:00:00,Apple Pay,Paid,161.33,0.0
1146,1146,2025-10-14 07:00:00,PayPal,Paid,452.2,0.0
1147,1147,2024-11-16 04:00:00,Google Pay,Paid,259.6,0.0
1148,1148,2024-12-27 04:00:00,Google Pay,Paid,655.54,0.0
1149,1149,2025-12-01 22:00:00,Card,Paid,58.85,0.0
1150,1150,2024-12-18 03:00:00,Apple Pay,Paid,34.45,0.0
1151,1151,2024-09-02 19:00:00,Card,Paid,12.83,0.0
1152,1152,2024-08-24 13:00:00,Buy Now Pay Later,Paid,125.28,0.0
1153,1153,2024-02-02 23:00:00,Card,Paid,511.44,0.0
1154,1154,2025-07-20 17:00:00,Google Pay,Partially Refunded,43.71,32.06
1155,1155,2025-04-16 13:00:00,Google Pay,Paid,33.5,0.0
1156,1156,2025-03-13 16:00:00,Google Pay,Paid,544.04,0.0
1157,1157,2024-05-30 06:00:00,Apple Pay,Paid,203.01,0.0
1158,1158,2024-02-23 18:00:00,Card,Paid,119.78,0.0
1159,1159,2025-01-22 17:00:00,Google Pay,Paid,373.07,0.0
1160,1160,2025-06-06 23:00:00,PayPal,Paid,204.37,0.0
1161,1161,2025-11-10 04:00:00,Apple Pay,Paid,31.89,0.0
1162,1162,2024-12-16 19:00:00,Buy Now Pay Later,Paid,28.16,0.0
1163,1163,2024-04-24 03:00:00,PayPal,Paid,88.73,0.0
1164,1164,2025-04-28 01:00:00,Card,Paid,34.99,0.0
1165,1165,2025-05-04 08:00:00,PayPal,Paid,482.99,0.0
1166,1166,2025-06-08 12:00:00,Apple Pay,Paid,335.98,0.0
1167,1167,2025-10-19 05:00:00,Apple Pay,Failed,0.0,0.0
1168,1168,2024-01-29 10:00:00,PayPal,Paid,71.46,0.0
1169,1169,2025-07-11 03:00:00,PayPal,Paid,27.03,0.0
1170,1170,2025-12-18 01:00:00,Buy Now Pay Later,Paid,166.8,0.0
1171,1171,2024-07-26 02:00:00,Buy Now Pay Later,Paid,71.08,0.0
1172,1172,2024-06-28 19:00:00,Google Pay,Paid,128.54,0.0
1173,1173,2024-08-27 15:00:00,PayPal,Paid,38.14,0.0
1174,1174,2024-01-10 21:00:00,Buy Now Pay Later,Paid,164.72,0.0
1175,1175,2025-08-26 17:00:00,Card,Paid,86.28,0.0
1176,1176,2025-05-11 04:00:00,Buy Now Pay Later,Paid,612.44,0.0
1177,1177,2024-08-27 12:00:00,Google Pay,Paid,131.64,0.0
1178,1178,2025-04-18 05:00:00,Buy Now Pay Later,Paid,241.87,0.0
1179,1179,2024-11-19 08:00:00,Apple Pay,Paid,304.26,0.0
1180,1180,2024-08-26 07:00:00,Apple Pay,Paid,362.25,0.0
1181,1181,2025-01-23 05:00:00,Apple Pay,Paid,79.67,0.0
1182,1182,2025-09-28 06:00:00,Apple Pay,Refunded,94.75,94.75
1183,1183,2025-06-10 20:00:00,PayPal,Paid,422.94,0.0
1184,1184,2025-05-07 20:00:00,Apple Pay,Paid,223.46,0.0
1185,1185,2024-11-23 15:00:00,Apple Pay,Paid,11.88,0.0
1186,1186,2024-08-31 01:00:00,Card,Paid,86.49,0.0
1187,1187,2024-10-13 22:00:00,Apple Pay,Paid,217.28,0.0
1188,1188,2025-02-10 01:00:00,Buy Now Pay Later,Failed,0.0,0.0
1189,1189,2024-12-18 18:00:00,Apple Pay,Paid,279.9,0.0
1190,1190,2024-04-21 11:00:00,Google Pay,Paid,217.89,0.0
1191,1191,2025-01-14 06:00:00,Card,Paid,149.96,0.0
1192,1192,2024-03-09 11:00:00,Google Pay,Paid,149.66,0.0
1193,1193,2024-05-21 02:00:00,Buy Now Pay Later,Paid,113.36,0.0
1194,1194,2024-12-18 01:00:00,Google Pay,Paid,51.05,0.0
1195,1195,2025-08-08 08:00:00,PayPal,Paid,319.79,0.0
1196,1196,2024-07-14 03:00:00,Buy Now Pay Later,Paid,293.69,0.0
1197,1197,2024-07-20 14:00:00,Card,Paid,211.98,0.0
1198,1198,2024-06-17 02:00:00,Buy Now Pay Later,Paid,75.27,0.0
1199,1199,2025-11-07 09:00:00,PayPal,Paid,74.76,0.0
1200,1200,2025-07-21 23:00:00,Buy Now Pay Later,Paid,156.85,0.0
1201,1201,2025-08-21 02:00:00,Buy Now Pay Later,Paid,171.82,0.0
1202,1202,2024-05-03 06:00:00,Google Pay,Paid,314.53,0.0
1203,1203,2024-11-21 22:00:00,Apple Pay,Paid,291.16,0.0
1204,1204,2024-01-16 20:00:00,Buy Now Pay Later,Paid,29.06,0.0
1205,1205,2025-06-19 19:00:00,Google Pay,Paid,153.26,0.0
1206,1206,2025-04-01 23:00:00,PayPal,Paid,625.98,0.0
1207,1207,2025-12-03 15:00:00,Apple Pay,Paid,93.39,0.0
1208,1208,2024-09-11 19:00:00,PayPal,Paid,649.25,0.0
1209,1209,2024-04-12 17:00:00,PayPal,Paid,675.82,0.0
1210,1210,2024-10-31 05:00:00,PayPal,Paid,95.02,0.0
1211,1211,2025-08-14 09:00:00,Apple Pay,Paid,212.73,0.0
1212,1212,2024-11-28 10:00:00,PayPal,Paid,158.42,0.0
1213,1213,2025-07-19 02:00:00,Card,Paid,224.07,0.0
1214,1214,2024-05-14 07:00:00,Apple Pay,Paid,98.12,0.0
1215,1215,2025-06-07 11:00:00,PayPal,Refunded,101.8,101.8
1216,1216,2025-02-22 15:00:00,Card,Paid,191.57,0.0
1217,1217,2024-06-10 16:00:00,Apple Pay,Paid,169.85,0.0
1218,1218,2025-01-25 13:00:00,Apple Pay,Paid,362.06,0.0
1219,1219,2024-10-15 11:00:00,Card,Paid,308.61,5.5
1220,1220,2024-08-10 02:00:00,Google Pay,Paid,53.82,0.0
1221,1221,2025-12-18 00:00:00,Buy Now Pay Later,Paid,950.7,0.0
1222,1222,2024-10-24 18:00:00,PayPal,Paid,229.8,0.0
1223,1223,2024-12-05 22:00:00,Buy Now Pay Later,Paid,32.13,0.0
1224,1224,2025-01-13 23:00:00,Google Pay,Paid,51.76,0.0
1225,1225,2025-04-07 23:00:00,Google Pay,Paid,126.61,0.0
1226,1226,2024-09-03 17:00:00,PayPal,Paid,391.84,0.0
1227,1227,2024-10-17 17:00:00,PayPal,Failed,0.0,0.0
1228,1228,2025-12-26 00:00:00,Buy Now Pay Later,Paid,82.81,0.0
1229,1229,2024-09-25 15:00:00,Apple Pay,Paid,179.53,0.0
1230,1230,2025-07-16 09:00:00,,Paid,372.62,15.9
1231,1231,2025-11-18 20:00:00,Google Pay,Paid,272.78,0.0
1232,1232,2024-05-10 08:00:00,Google Pay,Paid,28.8,0.0
1233,1233,2024-10-21 20:00:00,Buy Now Pay Later,Paid,79.59,0.0
1234,1234,2024-03-07 01:00:00,Card,Paid,65.66,0.0
1235,1235,2024-04-02 04:00:00,Card,Partially Refunded,232.56,139.81
1236,1236,2025-10-05 02:00:00,Apple Pay,Paid,52.09,0.0
1237,1237,2025-03-19 02:00:00,Buy Now Pay Later,Paid,386.72,0.0
1238,1238,2024-03-07 09:00:00,,Paid,50.26,0.0
1239,1239,2024-03-24 04:00:00,Buy Now Pay Later,Paid,25.02,0.0
1240,1240,2025-03-02 07:00:00,PayPal,Paid,526.79,0.0
1241,1241,2025-11-25 18:00:00,Card,Paid,20.2,0.0
1242,1242,2024-01-19 05:00:00,Card,Paid,305.57,0.0
1243,1243,2025-10-17 09:00:00,PayPal,Paid,269.56,0.0
1244,1244,2025-10-15 00:00:00,Apple Pay,Paid,213.81,0.0
1245,1245,2024-05-03 09:00:00,PayPal,Paid,417.85,0.0
1246,1246,2024-06-01 16:00:00,Card,Paid,249.8,0.0
1247,1247,2024-11-15 22:00:00,Card,Paid,444.14,0.0
1248,1248,2024-06-23 06:00:00,Buy Now Pay Later,Paid,140.85,0.0
1249,1249,2025-11-15 07:00:00,Apple Pay,Paid,307.24,0.0
1250,1250,2025-09-25 09:00:00,Card,Paid,205.86,0.0
1251,1251,2024-04-30 06:00:00,Card,Paid,62.82,0.0
1252,1252,2024-11-25 16:00:00,PayPal,Paid,310.77,0.0
1253,1253,2024-11-27 20:00:00,Google Pay,Paid,154.33,0.0
1254,1254,2025-06-17 03:00:00,Google Pay,Paid,9.74,0.0
1255,1255,2024-12-23 16:00:00,Google Pay,Paid,34.94,0.0
1256,1256,2025-07-11 12:00:00,Google Pay,Paid,62.3,4.26
1257,1257,2025-10-04 03:00:00,Buy Now Pay Later,Paid,194.62,0.0
1258,1258,2025-02-23 00:00:00,Buy Now Pay Later,Paid,153.5,0.0
1259,1259,2024-07-30 02:00:00,Buy Now Pay Later,Failed,0.0,0.0
1260,1260,2024-09-13 12:00:00,Card,Paid,104.43,0.0
1261,1261,2024-11-19 12:00:00,Apple Pay,Paid,58.37,0.0
1262,1262,2025-10-23 10:00:00,Apple Pay,Paid,226.45,0.0
1263,1263,2024-05-06 20:00:00,Google Pay,Paid,52.93,0.0
1264,1264,2024-02-18 22:00:00,Google Pay,Paid,61.66,0.0
1265,1265,2025-10-28 04:00:00,PayPal,Failed,0.0,0.0
1266,1266,2025-09-16 06:00:00,Card,Paid,78.07,0.0
1267,1267,2024-02-02 05:00:00,PayPal,Paid,299.05,0.0
1268,1268,2025-04-08 07:00:00,Card,Paid,126.79,0.0
1269,1269,2024-03-30 02:00:00,PayPal,Paid,445.65,0.0
1270,1270,2024-12-15 20:00:00,PayPal,Paid,157.23,0.0
1271,1271,2024-03-28 06:00:00,Card,Paid,62.75,0.0
1272,1272,2024-06-20 01:00:00,PayPal,Paid,17.66,0.0
1273,1273,2025-02-17 23:00:00,Card,Partially Refunded,252.43,107.22
1274,1274,2024-09-27 07:00:00,Card,Paid,274.55,0.0
1275,1275,2024-09-23 04:00:00,PayPal,Paid,259.82,0.0
1276,1276,2024-10-24 03:00:00,Google Pay,Paid,118.2,0.0
1277,1277,2024-12-16 00:00:00,Google Pay,Paid,179.94,0.0
1278,1278,2024-11-16 23:00:00,PayPal,Paid,196.24,0.0
1279,1279,2024-05-05 19:00:00,PayPal,Paid,27.66,0.0
1280,1280,2025-04-22 13:00:00,PayPal,Paid,457.56,0.0
1281,1281,2025-01-29 15:00:00,Google Pay,Paid,171.73,0.0
1282,1282,2025-11-19 08:00:00,Google Pay,Paid,62.43,0.0
1283,1283,2024-06-10 21:00:00,Card,Paid,221.57,0.0
1284,1284,2025-07-22 06:00:00,Google Pay,Paid,137.11,0.0
1285,1285,2025-04-21 05:00:00,Apple Pay,Paid,271.95,0.0
1286,1286,2025-11-15 08:00:00,Buy Now Pay Later,Paid,498.97,0.0
1287,1287,2025-02-10 09:00:00,PayPal,Paid,63.39,0.0
1288,1288,2024-08-13 13:00:00,Card,Paid,297.16,0.0
1289,1289,2024-11-28 14:00:00,Card,Paid,317.02,0.0
1290,1290,2025-11-25 23:00:00,Google Pay,Refunded,153.19,153.19
1291,1291,2024-11-17 03:00:00,Card,Paid,65.39,0.0
1292,1292,2025-01-11 21:00:00,Card,Paid,68.35,0.0
1293,1293,2024-02-07 17:00:00,Apple Pay,Paid,75.38,0.0
1294,1294,2024-09-16 09:00:00,Apple Pay,Paid,500.09,0.0
1295,1295,2025-12-01 15:00:00,Google Pay,Paid,94.86,0.0
1296,1296,2024-12-28 01:00:00,Google Pay,Paid,430.15,0.0
1297,1297,2024-11-10 07:00:00,PayPal,Failed,0.0,0.0
1298,1298,2025-06-12 02:00:00,Google Pay,Paid,445.37,0.0
1299,1299,2024-10-23 02:00:00,Card,Paid,275.15,0.0
1300,1300,2024-10-10 09:00:00,PayPal,Paid,295.66,0.0
1301,1301,2024-05-03 11:00:00,Buy Now Pay Later,Paid,88.86,0.0
1302,1302,2024-12-08 09:00:00,PayPal,Partially Refunded,186.18,34.9
1303,1303,2024-05-06 12:00:00,Google Pay,Paid,155.48,0.0
1304,1304,2024-08-19 22:00:00,Buy Now Pay Later,Paid,119.72,0.0
1305,1305,2024-11-16 12:00:00,PayPal,Paid,360.14,0.0
1306,1306,2025-09-11 06:00:00,Apple Pay,Paid,15.95,0.0
1307,1307,2024-03-09 18:00:00,Buy Now Pay Later,Paid,231.57,0.0
1308,1308,2024-06-03 06:00:00,Card,Paid,270.91,0.0
1309,1309,2025-03-31 14:00:00,Apple Pay,Paid,198.21,0.0
1310,1310,2024-12-21 08:00:00,Google Pay,Paid,253.25,0.0
1311,1311,2025-06-29 19:00:00,Google Pay,Paid,344.59,0.0
1312,1312,2024-03-31 07:00:00,Apple Pay,Paid,275.93,0.0
1313,1313,2025-10-10 15:00:00,Apple Pay,Paid,39.66,0.0
1314,1314,2024-01-14 05:00:00,Card,Paid,543.57,0.0
1315,1315,2025-08-06 21:00:00,Buy Now Pay Later,Paid,203.68,0.0
1316,1316,2025-04-07 21:00:00,Card,Paid,499.52,0.0
1317,1317,2025-11-14 02:00:00,Card,Paid,109.14,0.0
1318,1318,2024-12-24 05:00:00,Google Pay,Refunded,196.64,196.64
1319,1319,2024-10-31 18:00:00,Google Pay,Paid,808.92,0.0
1320,1320,2024-06-21 02:00:00,Card,Paid,223.29,0.0
1321,1321,2025-12-06 12:00:00,PayPal,Paid,221.61,0.0
